"time","output"
89.8070209774637789,1.0884197395955315
89.9209554453529023,1.0850284436136954
90.0119472334083923,1.0822264536084696
90.1029390214638823,1.0793323433019866
90.1939308095193724,1.0763362956699927
90.2671432555166575,1.0738439751760089
90.3403557015139427,1.0712711453621573
90.4135681475112278,1.0686094692237789
90.4729108561340780,1.0663802607182324
90.5322535647569282,1.0640802174321844
90.5915962733797784,1.0617022128775380
90.6400624729968740,1.0596965411635886
90.6885286726139697,1.0576280916226810
90.7369948722310653,1.0554907287584558
90.7768901495966674,1.0536746970228850
90.8167854269622694,1.0518025798943011
90.8566807043278715,1.0498690520922398
90.8897857473901922,1.0482136629495649
90.9228907904525130,1.0465077337326392
90.9559958335148337,1.0447466011517417
90.9891008765771545,1.0429248896169823
91.0150755173181096,1.0414491862534669
91.0410501580590648,1.0399289352432559
91.0670247988000199,1.0383601721980456
91.0929994395409750,1.0367383611877443
91.1136714606451505,1.0354063272562619
91.1343434817493261,1.0340344193616340
91.1550155028535016,1.0326192202849187
91.1756875239576772,1.0311568457219074
91.1923694490831451,1.0299393739849183
91.2090513742086131,1.0286856736690644
91.2257332993340810,1.0273927544635790
91.2424152244595490,1.0260572386106073
91.2560595935906349,1.0249306046470454
91.2697039627217208,1.0237705686160727
91.2833483318528067,1.0225744738427731
91.2969927009838926,1.0213393370804986
91.3120324725323655,1.0199286580918179
91.3270722440808385,1.0184613844461812
91.3421120156293114,1.0169315147023728
91.3571517871777843,1.0153320838669431
91.3721915587262572,1.0136549599466660
91.3872313302747301,1.0118905403733767
91.3992893464395877,1.0104052567287289
91.4113473626044453,1.0088496029246061
91.4234053787693028,1.0072154445192469
91.4354633949341604,1.0054932209313030
91.4450376495270376,1.0040556100065976
91.4546119041199148,1.0025487637240311
91.4641861587127920,1.0009649876539775
91.4737604133056692,0.9992953155815006
91.4814404945417721,0.9978868654186704
91.4891205757778749,0.9964101279301099
91.4968006570139778,0.9948578567488814
91.5044807382500807,0.9932216815090393
91.5107386227655013,0.9918197766150202
91.5169965072809219,0.9903496963992403
91.5232543917963426,0.9888045277349948
91.5295122763117632,0.9871763472864092
91.5346857100810496,0.9857612018663104
91.5398591438503360,0.9842772288929319
91.5450325776196223,0.9827177449950104
91.5502060113889087,0.9810751424626006
91.5553794451581950,0.9793407215104118
91.5595189171100969,0.9778801606216291
91.5636583890619988,0.9763486322125667
91.5677978610139007,0.9747395744420879
91.5719373329658026,0.9730455728842687
91.5760768049177045,0.9712582154346536
91.5794364965266823,0.9697323726967720
91.5827961881356600,0.9681329685606503
91.5861558797446378,0.9664535239877186
91.5895155713536155,0.9646867654664237
91.5928752629625933,0.9628244981207487
91.5956466532785214,0.9612099167305603
91.5984180435944495,0.9595182333875927
91.6011894339103776,0.9577429459440820
91.6039608242263057,0.9558767942801292
91.6067322145422338,0.9539116457642514
91.6095036048581619,0.9518383587501098
91.6117416721471614,0.9500781382561064
91.6139797394361608,0.9482346338357384
91.6162178067251602,0.9463011158461681
91.6184558740141597,0.9442701087559467
91.6206939413031591,0.9421332840637866
91.6229320085921586,0.9398813337523348
91.6247634115873666,0.9379456792515667
91.6265948145825746,0.9359196208452210
91.6284262175777826,0.9337961392349923
91.6302576205729906,0.9315674715006277
91.6320890235681986,0.9292250094615604
91.6339204265634066,0.9267591804604257
91.6354414624322118,0.9246098462283902
91.6369624983010169,0.9223613096910551
91.6384835341698221,0.9200061211123888
91.6400045700386272,0.9175360706284208
91.6415256059074324,0.9149420885656144
91.6430466417762375,0.9122141292379604
91.6445676776450426,0.9093410364865451
91.6458111541372489,0.9068757911300404
91.6470546306294551,0.9042977810535715
91.6482981071216614,0.9015987807595237
91.6495415836138676,0.8987697534946719
91.6507850601060738,0.8958007485664569
91.6520285365982801,0.8926807822333575
91.6532720130904863,0.8893977007737736
91.6543006554797870,0.8865490096069644
91.6553292978690877,0.8835711010561260
91.6563579402583883,0.8804547777433708
91.6573865826476890,0.8771899606006903
91.6584152250369897,0.8737655808353814
91.6594438674262904,0.8701694552024398
91.6604725098155910,0.8663881432478737
91.6615011522048917,0.8624067830978324
91.6623405638534194,0.8589982215442131
91.6631799755019472,0.8554356724684099
91.6640193871504749,0.8517083834735496
91.6648587987990027,0.8478045961648327
91.6656982104475304,0.8437114261871874
91.6665376220960582,0.8394147252268582
91.6672869753860340,0.8353944434933627
91.6680363286760098,0.8311874280924582
91.6687856819659856,0.8267804076292036
91.6695350352559615,0.8221588379591585
91.6702843885459373,0.8173067586105633
91.6712644323891510,0.8105836305378010
91.6722444762323647,0.8033920462593724
91.6732245200755784,0.7956818881403181
91.6742045639187921,0.7873958067845704
91.6751846077620058,0.7784678995801674
